,1,2,3,4
0,0.5883263719524979,0.05979428495980042,0.07503182306084205,0.2768475200268596
1,0.8157337206326023,0.046917726998490325,0.02635258632733909,0.1109959660415683
2,0.4889719976266754,0.19265535308094275,0.07194007908145926,0.24643257021092266
3,0.8034248456485822,0.08220838915623184,0.029794888535890723,0.0845718766592954
4,0.44276423400072484,0.5050068271638175,0.02837427790145996,0.023854660933997754
5,0.6917187105272209,0.1919044114809183,0.055071991659597065,0.06130488633226395
6,0.669202890733807,0.25561184717010943,0.03755641968788667,0.03762884240819687
7,0.36765990197856574,0.5501684009864574,0.02058613439436337,0.06158556264061365
8,0.4510398933825284,0.47793508124783823,0.0401983246891381,0.030826700680495082
9,0.5607416545037041,0.31405218661031886,0.018206103107270187,0.10700005577870675
10,0.8688464319035225,0.06890164462583769,0.03339860853636928,0.02885331493427044
11,0.5904622272625414,0.1528877259921582,0.12849591884718925,0.1281541278981112
12,0.7005201600833806,0.13139654258180608,0.04248438004841382,0.1255989172863994
13,0.3887092568052541,0.17208296684651536,0.05097476906935439,0.3882330072788762
14,0.6437036910986852,0.050665167612580865,0.02205946242375101,0.28357167886498286
15,0.46887486032137815,0.26370838499940824,0.08067525854645102,0.18674149613276259
16,0.5647321455951085,0.2559866064738794,0.11262601851556385,0.06665522941544837
17,0.5687807009848477,0.369097219171168,0.022041722577720205,0.04008035726626408
18,0.8491769151415267,0.08727122290654277,0.04223727038167022,0.021314591570260093
19,0.49312434640411423,0.34287586364677597,0.10399922248582977,0.06000056746328009
20,0.8672779354349508,0.047834200000093474,0.04498012523019693,0.03990773933475872
21,0.4287236806760477,0.09008378523518833,0.21696148008380672,0.26423105400495717
22,0.46265131226529443,0.045669229781002296,0.026186656075054188,0.46549280187864894
23,0.8335923015926388,0.11765419697620025,0.02867927461601759,0.020074226815143294
24,0.5859521554365178,0.33259746612154856,0.027567910132071983,0.05388246830986167
25,0.5464480123569334,0.09668999355739799,0.11110739906623908,0.24575459501942962
26,0.5752870971995242,0.24762931636848373,0.02718067392385358,0.14990291250813842
27,0.66157553516068,0.19425624055014984,0.09116393515271855,0.05300428913645147
28,0.6679683884618349,0.08592855100383506,0.05693991151581935,0.1891631490185107
29,0.7571045627522751,0.15087630805426883,0.058285353527659074,0.03373377566579694
30,0.788964160333076,0.023663201152182244,0.06208528873503726,0.12528734977970452
31,0.4251639574769526,0.01971499467955991,0.0564798235056809,0.4986412243378065
32,0.5445468473175479,0.026898191034026093,0.01246215342681875,0.41609280822160755
33,0.8922208021778372,0.03629542560997412,0.0339749292893483,0.03750884292284045
34,0.7701988735638973,0.016116724672781114,0.06255315059370677,0.151131251169615
35,0.8587146221582008,0.08288505326417858,0.025695089564806064,0.0327052350128144
36,0.5010262289730592,0.20264364122011772,0.1576112008350792,0.13871892897174382
37,0.5870519983471817,0.11498123909841922,0.039900528489802314,0.2580662340645967
38,0.5428917301813219,0.017015877175538423,0.02637102237549683,0.4137213702676429
39,0.5542090587974046,0.03986781186733367,0.024871844911845315,0.3810512844234164
40,0.7235676596223242,0.18827226150307913,0.04745957896069832,0.04070049991389854
41,0.8474524656385914,0.020289522523226418,0.0339510805291695,0.09830693130901252
42,0.8770849940115276,0.06554391191750121,0.03560828453350588,0.02176280953746509
43,0.5724863984732537,0.052605522120982136,0.133359731447654,0.2415483479581102
44,0.6871815590239218,0.1496757605899649,0.10086435366035847,0.06227832672575489
45,0.3850820074846173,0.3054595445440381,0.07540449107429428,0.2340539568970504
46,0.7916256479011335,0.15778859975506881,0.02168007582609192,0.028905676517705717
47,0.4068776837193011,0.16328421620947825,0.28980039261373836,0.1400377074574823
48,0.8081856413626507,0.07763813073380817,0.08704881068151749,0.027127417222023744
49,0.5040761218663118,0.026455179114323955,0.06417563287588451,0.40529306614347976
50,0.5276676576501643,0.26745818743646765,0.14345216348485884,0.06142199142850914
51,0.5528097305553156,0.30134364415215953,0.0216668077831888,0.12417981750933607
52,0.4113550387468661,0.029506471371594692,0.048078322000984504,0.5110601678805546
53,0.7077150106186588,0.10786699948439363,0.05739349132507884,0.12702449857186868
54,0.6418310155519859,0.17513854830873699,0.14511021072758407,0.03792022541169306
55,0.7575860156897157,0.14994020721069268,0.054710710371033144,0.03776306672855848
56,0.45160590475576956,0.34924558808557016,0.14521098934202975,0.053937517816630476
57,0.6137609145516254,0.15626788851764867,0.028573728957840043,0.20139746797288602
58,0.5877688036301146,0.3518627210507241,0.03068725769661377,0.02968121762254752
59,0.5465975949105556,0.017443542024828142,0.07157655728217635,0.3643823057824399
60,0.7481255229302699,0.038659381641224046,0.04305722189990331,0.17015787352860265
61,0.8048647268046558,0.059620473400356006,0.0564129390853228,0.07910186070966531
62,0.45155621493726633,0.2876720284592891,0.04001449518053417,0.22075726142291038
63,0.38022175016353627,0.02226060115778723,0.02447002789182284,0.5730476207868538
64,0.34857277547867305,0.04443964594256685,0.16185407253248127,0.4451335060462788
65,0.719697606644966,0.08280818052915144,0.083426384016747,0.11406782880913562
